,Title,Platform,Userscore,Comment,Username
91648,Donkey Kong 64,Nintendo64,9,Good but the mechanical fish is to hard it took me 5 years to beat it. also gets boring.,[Anonymous]
91649,Donkey Kong 64,Nintendo64,8," Kinda good, despite the fact it truly gets boring. Also, the lack of challenge is disturbing: when the game expected me to have 60 golden bananas, I had 70... you got the point.",YoshiiR.
91650,Donkey Kong 64,Nintendo64,10,"Donkey Kong 64 is literally the best game that I will ever play.  Everything in this game is perfect.  All of the collectables in this game will keep you busy for weeks and weeks.  After every golden banana or blueprint you collect is rewarding in every way.  This game makes you work hard to collect everything, which is something that modern games don't make you do.  The music in this gameDonkey Kong 64 is literally the best game that I will ever play.  Everything in this game is perfect.  All of the collectables in this game will keep you busy for weeks and weeks.  After every golden banana or blueprint you collect is rewarding in every way.  This game makes you work hard to collect everything, which is something that modern games don't make you do.  The music in this game is also some of the greatest in video-game history.  It really amps up the gameplay experience to a great extent.  This game could get repetitive to some, but to me, this game is perfect.  The difficulty, though, can make it tough to collect everything and get a 101% in this game, but when you finally collect everything, the challenge was well worth the rewarding feeling you get.  I couldn't possibly find a fault in this game if you paid me and I will always love this game.  To me, this game is a pure masterpiece!",MrZanctum
91651,Donkey Kong 64,Nintendo64,10,I dont get why so many people are giving this game a low score and saying its too difficult i could beat this game when i was 10 and its one of the best games ever.,Yohis95
91652,Donkey Kong 64,Nintendo64,10,"A true grand adventure. DK64 is one of the most beautiful, large, and fun games to play. The soundtrack fits in with one of the greatest video game soundtracks of all time, most of the tunes will 99.999999999% be stuck in your head for years to come. This is a game you TRULY feel like you on a quest/adventure, sure the 1st world may throw you off and you may think ""oh just another 3DA true grand adventure. DK64 is one of the most beautiful, large, and fun games to play. The soundtrack fits in with one of the greatest video game soundtracks of all time, most of the tunes will 99.999999999% be stuck in your head for years to come. This is a game you TRULY feel like you on a quest/adventure, sure the 1st world may throw you off and you may think ""oh just another 3D platform game with a jungle world"" but after world 1 the rest of the worlds are pure, true, and creative worlds masterly crafted. The game controls great(that is if your playing the N64 version, and other version is a different story), the gameplay is fine if you liked games such ad Banjo Kazooie and Tooie, but if your not in to collecting stuff then this isn't the game for you. The only flaw in this game are the mini games that are sometimes VERY unfair, but many people fail to realize YOU DON'T NEED TO DO THEM unless it's a mandatory mini game. You see in DK64 some people believe you need to collect all 200 golden bananas to beat the game, hence them believing you have to do all the unfair mini games but thats not the case AT ALL, I beat this game only getting about 145-160 golden bananas, I think you can even get less to beat this game. The graphics are one of the unquestionable absolute best on the N64, better than Banjo Kazooie but not better than Tooies. The multiplayer mode is also a good time(if you have 4 people) where you and you're friends are in 1 of 3 maps seeking each other to murder one another with combat,fruit guns, and grenades. If the one friend gets the heat seeking ammo it's all over(unless you as well have some heat seeking ammo). At the end of the day DK64 is definitely one of the greatest N64 games period, you certainly get a lot of content for the money you spent to buy this game, heck it has MUCH MORE content then most games today(as well as better music,charm, and adventure). DK64 is about $15-$20 online and in retro stores.",DrDoom64
91653,Donkey Kong 64,Nintendo64,6,"This is a far cry from the Donkey Kong Country series for the SNES. The game is too much a collect-a-thon, a problem exacerbated by the fact that you have replay through each level with five different characters, which is a cheap way of lengthening the game and only serves to make a repetitive game even more repetitive. The sluggish controls are a further example of how much this gameThis is a far cry from the Donkey Kong Country series for the SNES. The game is too much a collect-a-thon, a problem exacerbated by the fact that you have replay through each level with five different characters, which is a cheap way of lengthening the game and only serves to make a repetitive game even more repetitive. The sluggish controls are a further example of how much this game strayed from the series platforming roots.",davengo
91654,Donkey Kong 64,Nintendo64,4, A million tasks. Not one of them rewarding.,GaborA.
91655,Donkey Kong 64,Nintendo64,0," This game is really boring, I agree with Rusty. Not really as bad as a ""0"" but I feel obliged to bring it down a peg or 2! This was the first clue that rare was losing the plot.",MoleyM
91656,Donkey Kong 64,Nintendo64,3," I think this game is highly overrated and its a piece of crap. All you do for the whole time is collect these stupid bannanas and blueprints...hey Rare, I don't give a damn! Oh yeah, and when it came out it was not worth 70 bucks.",RustyS.
91657,Donkey Kong 64,Nintendo64,10,"Eh el mejor juego que he jugado, me encanta, este juego para es como un tesoro.. me enamora...........................................................................",leondaniel21
91658,Donkey Kong 64,Nintendo64,8,"Pretty good platform arcade game. Although it shares some Super Mario 64 mechanics, having 5 characters at our disposal assures lots of hours of fun. Every map has hidden and hard to reach areas. Using one character or another will allow the player to access the new zones. The game is very fun because of the huge number of mini games included. Every character have its own little secretsPretty good platform arcade game. Although it shares some Super Mario 64 mechanics, having 5 characters at our disposal assures lots of hours of fun. Every map has hidden and hard to reach areas. Using one character or another will allow the player to access the new zones. The game is very fun because of the huge number of mini games included. Every character have its own little secrets and way of playing. On the downside, the game can be frustrating at some times because of the mini games difficulty and the amount of tasks.",bestbloodyday
